,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
6626,2,2,2,2,2,2,-1,2,2,2,2,2,-1,2,2
6627,-2,2,2,2,2,-1,2,2,2,2,2,2,-1,-2,2
6628,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2
6629,2,2,-2,2,2,2,2,2,2,2,2,-1,2,2,2
6630,-1,-2,2,-2,2,2,-2,-2,2,-2,-2,2,2,2,2
6631,-1,-1,2,1,1,2,2,-1,2,2,2,2,2,2,2
6632,-1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
6633,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,-2
6634,2,1,2,2,2,2,2,-1,2,2,2,2,2,2,-2
6635,2,2,2,2,2,2,-1,2,2,-1,2,2,2,2,2
6636,2,2,2,2,2,-2,2,-1,2,2,2,-2,-1,-1,-1
6637,2,2,2,-1,2,-2,-2,2,-1,2,2,2,-1,2,2
6638,2,2,2,2,2,2,-2,2,-1,2,2,2,2,1,2
6639,2,2,2,-2,-2,2,2,-2,2,2,2,2,2,2,2
6640,2,-2,-2,-2,-2,2,2,-2,-1,-1,2,2,2,2,2
6641,1,1,1,1,1,1,2,2,2,-1,-1,2,2,-1,-1
6642,-2,2,2,2,2,2,-2,2,-1,2,2,2,2,2,2
6643,-1,2,2,-2,-2,2,2,-1,-1,-1,-1,-1,2,2,2
6644,-1,-1,2,2,1,2,2,2,2,-1,2,-1,-1,2,2
6645,2,2,2,-1,2,1,2,2,2,2,-2,2,2,2,2
6646,-1,2,2,2,1,1,2,2,2,-1,-1,2,2,2,2
6647,2,-1,2,2,2,2,1,2,2,2,2,2,2,2,2
6648,-2,2,2,2,2,2,2,2,-2,1,2,1,1,2,2
6649,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
6650,-1,-1,-1,-1,-2,-2,2,2,2,2,2,-1,-1,-1,-1
6651,-1,-1,2,2,2,-1,1,1,2,-2,2,2,2,-2,2
6652,-1,-1,2,-1,2,2,-2,-2,2,-1,2,1,1,2,-2
6653,-2,2,-2,2,2,2,2,2,2,2,2,-2,2,-2,2
6654,2,2,2,2,2,2,1,1,2,-2,2,-1,-1,-1,2
6655,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
6656,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6657,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6658,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
6659,-2,-1,2,2,-2,2,2,-1,2,1,2,2,2,2,-1
6660,-2,2,-1,2,-1,2,2,1,1,1,1,1,1,2,2
6661,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
6662,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2
6663,-2,2,-1,2,2,2,-2,-1,-1,2,2,2,2,-2,-2
6664,-1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2
6665,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
6666,2,1,2,1,1,2,2,2,-1,2,2,2,2,2,2
6667,2,1,1,2,2,2,2,-2,2,-2,2,2,-1,-1,-1
6668,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2
6669,1,1,2,2,2,2,2,2,2,2,2,-2,2,2,2
6670,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
6671,2,1,-1,2,-2,-2,-2,-2,2,2,2,2,2,2,2
6672,1,2,2,-1,-1,2,-2,-2,2,-2,-2,2,-2,-2,-1
6673,-1,-1,-1,-1,2,2,-2,2,-2,-2,2,-2,-2,-2,-2
6674,2,-2,2,-1,-1,-1,-1,-1,2,-1,2,-2,-2,2,2
6675,2,2,2,2,2,1,2,-1,2,-1,-1,-1,-1,-2,1
6676,2,1,2,2,2,1,2,2,2,-1,2,-1,-2,2,2
6677,2,2,-2,2,2,2,2,2,2,2,1,-1,-2,2,2
6678,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6679,2,2,2,-2,-1,2,-1,2,2,2,-1,2,-2,2,2
6680,2,2,2,2,2,1,2,2,2,2,2,2,-2,-2,-2
6681,2,-1,2,2,-1,-1,2,-2,1,2,2,2,2,2,2
6682,2,2,2,2,2,2,1,2,1,1,2,2,2,2,-2
6683,-1,-1,2,1,2,2,2,-1,-1,2,2,2,2,2,2
6684,-2,2,2,1,2,-1,2,-1,2,2,2,2,-2,-2,-2
6685,-2,-1,-1,-1,2,-2,-2,2,2,-1,2,-1,-2,-2,2
6686,2,2,2,-2,2,2,2,-2,-1,-1,2,2,2,-1,-1
6687,-1,-1,-2,2,2,2,2,-2,-2,2,-2,2,2,-2,2
6688,2,2,2,2,2,2,-2,2,-2,2,-2,2,-2,2,2
6689,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-1,-1,2
6690,2,2,2,2,-2,-2,-1,-1,-1,2,2,2,1,1,1
6691,-1,-1,2,2,2,2,2,2,-1,2,2,2,2,2,2
6692,2,-1,2,-2,2,-2,2,2,2,2,2,2,2,2,2
6693,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,-2
6694,2,2,2,1,2,-2,2,2,2,2,2,2,2,2,2
6695,1,-2,2,2,2,2,2,2,2,2,2,2,2,2,2
6696,-1,-1,2,2,2,2,-1,2,2,-2,2,-2,-2,-2,2
6697,2,2,1,2,1,2,2,2,-1,2,2,-1,-1,-1,2
6698,-1,2,2,2,2,2,1,2,-1,-2,-1,2,2,2,-1
6699,2,2,2,1,2,1,2,2,2,2,2,-1,-1,-1,2
6700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6701,2,2,2,2,2,2,-2,2,2,2,1,2,-2,2,2
6702,-1,2,2,2,2,2,-2,-1,2,2,-1,2,-1,1,-2
6703,-1,2,2,2,2,2,-2,-1,2,1,2,2,2,2,2
6704,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2
6705,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,1
6706,2,2,2,2,2,-2,-2,-1,-1,-1,2,2,2,2,2
6707,2,2,2,-2,-2,2,-2,2,2,2,2,2,2,2,2
6708,2,2,2,2,-2,-2,-2,-2,-1,-1,2,2,2,2,-1
6709,-1,1,1,1,-2,2,2,2,2,2,2,2,2,2,2
6710,2,1,2,1,1,2,2,2,2,2,1,2,-2,-2,-2
6711,2,-1,2,-1,-1,-1,2,2,2,2,2,2,-2,2,-1
6712,2,2,2,2,2,2,2,2,-1,2,2,2,2,-2,2
6713,2,2,2,2,2,2,2,2,2,2,-2,-2,2,-1,-1
6714,-1,-1,1,2,2,2,2,-1,2,-2,-2,2,2,2,2
6715,2,2,2,2,2,2,2,-1,2,-1,-1,2,-2,-2,-1
6716,2,2,2,2,1,2,-1,2,2,2,2,2,2,-2,-2
6717,-1,2,2,2,2,-2,2,2,2,2,2,2,2,2,-1
6718,2,2,2,2,-2,-2,-2,2,2,2,2,2,2,2,2
6719,2,2,-1,-1,-1,2,-2,-2,2,2,2,-2,2,2,1
6720,2,2,2,2,2,-1,2,-2,-2,2,-2,-2,-2,2,2
6721,2,2,2,2,2,2,-2,2,-1,2,-2,-2,-2,2,-2
6722,2,2,2,2,2,-1,2,-1,-1,2,2,2,2,2,2
6723,2,2,2,2,2,2,2,1,2,2,-1,-1,1,2,2
6724,-2,-2,2,2,-1,2,-1,-1,-1,-1,2,1,2,2,2
6725,2,1,2,2,1,1,1,-2,2,-1,2,1,1,1,1
6726,2,-2,2,-2,2,2,2,-2,2,-1,2,1,2,1,2
6727,-2,2,-2,2,2,2,-1,-1,-1,-1,2,2,1,2,-2
6728,-1,1,2,2,2,2,2,-2,2,2,2,2,2,2,-2
6729,2,1,2,2,2,2,2,2,2,2,2,2,2,1,-2
6730,-1,2,2,2,-1,2,2,2,2,2,2,2,2,-2,-2
6731,-1,2,-1,-1,2,-1,2,2,2,2,2,2,2,1,2
6732,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
6733,2,2,2,1,1,1,1,2,2,2,-2,2,-1,2,-1
6734,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
6735,2,1,1,2,2,2,2,2,-2,2,2,2,2,2,2
6736,1,-2,2,2,-2,2,-2,2,-2,2,2,2,2,2,2
6737,2,2,-2,2,-2,2,-1,2,-2,-2,2,2,2,2,2
6738,2,2,2,2,2,-1,-1,-1,2,-2,2,2,2,2,2
6739,2,2,2,-2,-2,2,2,-2,-2,-2,2,2,-2,2,2
6740,2,2,2,1,1,2,2,2,2,2,-2,-2,-2,1,1
6741,-1,2,2,2,2,2,-1,2,2,2,2,2,1,-1,-2
6742,2,2,2,2,2,1,2,2,2,-1,2,2,2,2,-2
6743,-2,-2,2,2,2,2,2,2,-1,-1,1,1,2,2,2
6744,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-2
6745,-2,2,2,2,2,2,2,2,2,2,-1,-2,2,2,2
6746,2,-2,2,2,2,2,2,2,2,-2,1,2,2,-2,2
6747,-2,-2,2,2,-2,2,2,2,2,2,-2,-2,2,2,-2
6748,2,2,-2,2,2,2,2,2,2,-1,2,-2,2,2,-1
6749,-2,-2,2,2,2,2,-1,2,-2,-2,-2,-2,2,2,2
6750,-1,2,2,2,2,2,-2,2,-2,2,2,-2,-2,-2,2
6751,2,2,2,2,-1,2,2,2,-1,2,-2,-2,-2,-2,2
6752,-2,2,2,-1,-2,2,-2,-1,-1,-1,-1,-1,1,2,1
6753,2,2,2,2,-1,2,2,2,-1,2,2,2,2,2,2
6754,2,1,1,1,2,2,-2,-2,-1,2,2,2,2,2,2
6755,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,1
6756,2,1,1,2,1,1,-2,-2,-1,2,2,2,2,2,-2
6757,2,2,2,2,2,2,2,1,2,2,2,2,-1,2,-2
6758,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,2
6759,1,2,2,2,2,2,2,2,2,2,-1,2,-2,-2,2
6760,-1,2,2,2,2,2,2,-2,2,-2,2,2,2,2,2
6761,-1,2,2,2,2,2,2,2,2,2,2,2,2,-2,2
6762,-1,2,2,2,2,2,2,2,1,2,-2,2,-2,-2,2
6763,-1,2,2,2,2,2,2,2,2,-2,-1,2,-1,2,-2
6764,-1,2,2,2,2,2,2,1,1,1,2,2,2,2,2
6765,2,2,2,2,-1,2,2,1,2,-2,2,2,2,-1,-1
6766,2,2,2,2,-1,-2,2,2,2,2,1,1,2,2,2
6767,2,2,2,-1,2,-2,2,2,1,1,2,2,2,2,2
6768,2,2,2,2,2,2,2,2,-1,2,2,-1,2,2,2
6769,-2,-2,-2,2,1,2,-2,2,2,2,2,2,-1,2,2
6770,2,2,-1,2,1,1,2,-1,2,-2,-2,-2,-2,-2,-2
6771,2,2,-1,-1,-1,2,-2,-2,2,-2,-2,2,2,2,2
6772,2,2,-2,-1,2,2,-1,-2,2,2,2,2,2,2,2
6773,2,2,2,-2,2,2,2,2,-2,2,2,1,2,2,-2
6774,2,2,2,-1,-1,-1,-1,2,-1,2,-2,-2,2,2,2
6775,-2,-2,2,2,2,2,2,-1,2,2,-2,2,-2,-2,-1
6776,2,2,2,2,1,2,2,-2,-2,-1,-1,-1,2,2,2
6777,2,-2,2,2,2,2,2,2,-1,-1,2,-1,-1,-1,-1
6778,2,-2,2,2,2,2,2,2,2,2,1,2,2,1,2
6779,2,-2,-2,2,-2,2,2,-1,2,2,2,1,2,2,2
6780,-1,2,2,2,2,2,2,2,2,2,2,2,2,1,2
6781,2,2,-2,1,2,2,2,2,2,2,2,2,2,-2,-2
6782,2,2,2,2,2,-2,2,-2,2,2,2,-2,-2,2,2
6783,-1,-2,-2,-2,-2,-2,2,-2,-2,2,-2,-2,2,2,2
6784,-1,2,-1,-1,2,-1,2,2,-2,2,-2,-2,-2,-1,2
6785,-1,-1,-1,-1,-1,-1,2,2,-1,2,-2,2,2,-2,2
6786,2,2,-1,2,2,-1,-1,-1,-1,2,-2,2,2,2,2
6787,1,2,2,2,2,2,2,2,2,-1,2,2,2,-1,-2
6788,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1
6789,-1,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,2
6790,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,2,2
6791,-2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,-2
6792,-2,2,-2,2,2,-2,-2,2,2,2,2,-1,-2,-2,2
6793,2,2,-2,2,-2,-2,-2,-2,2,2,2,2,-2,-1,-1
6794,-1,-1,2,2,2,2,2,2,2,2,2,-1,2,-1,-1
6795,2,-1,2,2,-1,2,2,1,2,2,2,2,2,2,2
6796,2,-1,2,2,2,-2,-2,2,2,2,2,-1,2,-1,2
6797,2,2,2,2,2,2,-2,-2,-2,2,-2,2,1,1,2
6798,-1,-1,2,2,-1,2,-2,2,-1,2,2,2,2,2,2
6799,2,-1,-2,2,2,-2,2,-1,2,2,2,2,2,2,2
6800,-2,2,-2,-2,2,-2,2,-1,-1,-1,2,2,2,-1,2
6801,2,2,2,-2,2,-2,-2,2,-2,2,2,-1,2,2,2
6802,2,-2,2,-2,2,2,2,-2,-2,2,-1,-1,2,2,2
6803,2,2,2,2,-2,-2,2,2,2,-2,-2,2,-1,-1,2
6804,-1,2,2,2,1,2,2,2,2,2,2,-1,2,2,2
6805,2,2,2,2,2,2,2,2,2,-2,2,2,1,1,-1
6806,-2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2
6807,2,2,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2
6808,-1,-2,2,2,2,2,2,2,2,2,2,2,2,2,-1
6809,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6810,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2
6811,2,-2,2,2,2,2,2,2,2,2,1,2,2,-1,-1
6812,2,-2,2,-2,2,2,2,2,2,2,2,2,2,2,2
6813,-1,-1,2,2,2,2,2,2,-1,-1,-1,2,-1,2,2
6814,2,2,-1,2,2,2,-1,-2,-2,2,-2,2,2,2,2
6815,-1,2,1,2,-1,2,-1,2,2,2,2,-2,-2,-2,2
6816,2,2,2,-1,-1,-1,-1,-1,-2,-2,2,2,2,2,2
6817,2,-1,2,-1,-1,-1,-1,2,-2,-2,-2,2,2,2,2
6818,2,2,1,2,2,1,-1,-1,2,2,-2,-2,2,-1,2
6819,2,2,2,2,2,2,2,2,-1,-2,-2,-2,2,2,2
6820,2,-2,-2,2,2,2,-1,-1,-2,-2,2,2,2,2,2
6821,-2,2,1,2,2,2,2,-1,-1,-1,2,-1,2,1,1
6822,-2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2
6823,-1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2
6824,2,2,2,2,2,2,2,2,-1,2,-2,-2,2,2,2
6825,-2,-2,-2,2,2,2,2,2,-1,2,2,2,2,2,-1
6826,2,2,2,2,-2,2,-2,2,2,2,2,2,2,-2,2
6827,2,-2,-2,2,2,2,2,2,2,-2,2,2,2,2,2
6828,-1,2,2,-1,2,-2,-2,-2,-1,2,-1,2,2,-2,-2
6829,2,-2,-1,-1,2,-2,2,2,2,2,1,1,-2,2,2
6830,2,2,2,1,2,2,-2,-2,-2,2,2,2,2,-1,-1
6831,2,2,2,-2,-2,-2,2,-2,2,2,2,1,1,1,-1
6832,2,-2,2,2,2,-1,2,-2,-2,2,-2,2,2,2,2
6833,2,2,2,2,-1,2,2,2,-1,2,2,2,1,2,2
6834,-1,2,2,1,2,-1,-1,2,-1,2,-2,2,-1,2,2
6835,2,2,2,-2,2,1,2,-2,-2,2,2,2,2,2,2
6836,2,2,2,2,2,1,2,2,-2,-1,-1,2,2,2,2
6837,-1,2,2,2,-2,-2,2,-2,2,2,2,2,2,1,2
6838,2,1,2,2,2,2,1,2,-2,2,2,2,1,1,2
6839,2,2,2,2,2,2,2,-2,2,-1,-1,2,2,2,-1
6840,-1,1,1,-1,-1,1,1,2,2,2,2,2,1,2,2
6841,2,2,-2,2,-1,-1,1,2,2,2,-1,-1,-1,-1,-1
6842,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,2
6843,2,2,-1,-1,-1,-1,2,-2,2,-2,2,2,2,2,2
6844,-1,2,-1,-1,2,-1,-1,-2,-2,2,2,-2,-2,2,2
6845,2,2,2,2,2,2,-1,2,-2,2,2,1,2,2,2
6846,2,2,2,2,1,-1,-1,-2,1,2,2,2,2,-1,2
6847,2,2,2,1,1,2,-1,2,2,-2,-2,2,2,2,2
6848,2,2,2,2,2,2,2,2,2,-1,-1,2,-1,2,2
6849,2,-1,2,2,2,-2,2,2,2,-2,2,-2,2,-1,-1
6850,2,2,2,2,2,-1,2,2,2,-2,-2,-1,2,2,2
6851,2,1,-1,-1,2,2,-1,-1,2,-2,-2,2,-1,2,-2
6852,2,1,-1,2,2,1,2,-1,2,-1,-1,-1,-1,2,-1
6853,1,1,2,2,2,-1,-1,-1,2,2,2,2,2,2,2
6854,-2,2,2,2,-2,2,-1,2,2,2,2,-2,2,1,2
6855,2,2,1,2,2,2,2,1,2,2,-2,-2,-2,2,2
6856,2,2,2,2,2,-2,-1,-1,-2,2,2,2,2,2,-2
6857,-1,2,-1,2,-1,2,2,2,2,2,2,2,-2,2,2
6858,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2
6859,2,-2,-1,2,2,2,-1,2,2,-1,2,2,2,1,2
6860,2,-2,-1,-1,-1,2,2,-1,2,2,2,2,2,2,2
6861,2,-2,2,2,2,-2,-2,2,-1,-1,-1,2,2,2,2
6862,-2,-2,2,2,2,2,2,2,2,-1,2,1,2,-2,-2
6863,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2
6864,2,2,2,2,2,-2,-2,2,-2,2,-1,2,-1,-1,2
6865,2,2,-2,-2,-1,-1,2,2,2,-2,2,2,2,2,2
6866,1,-2,2,-2,-2,2,-1,2,-1,-1,-2,2,-2,2,-1
6867,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,1
6868,-2,2,-2,2,2,1,2,-2,-2,2,-1,2,2,2,-2
6869,2,-1,2,2,2,2,2,2,2,2,-1,2,2,2,2
6870,2,2,-2,2,-2,2,2,2,2,2,2,2,2,2,2
6871,-1,2,2,2,1,-1,-1,2,2,2,2,2,2,-2,-2
6872,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,2,-2
6873,-1,2,2,2,-2,2,-1,-1,-1,2,-1,2,-1,-1,-1
6874,-1,-1,2,-2,-2,2,2,2,2,-2,2,-2,-2,-1,-1
6875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6876,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2
6877,2,-2,-1,2,2,2,2,-2,-2,-2,-1,-1,2,2,2
6878,-2,-1,2,2,2,2,2,2,2,2,-2,-1,2,-1,-1
6879,2,2,2,2,2,-2,-2,2,-2,-2,-2,2,-2,2,2
6880,2,-2,2,2,2,2,-2,2,-2,2,-2,2,-1,2,2
6881,-2,-1,-1,2,-1,2,-1,2,-1,2,-1,-1,2,2,2
6882,-2,-1,-1,2,2,-1,2,-1,-1,-1,-1,2,-2,2,2
6883,2,2,-1,2,1,1,1,1,1,2,-1,2,-2,2,2
6884,-2,2,2,2,1,2,-2,2,-1,2,2,-1,2,2,2
6885,2,2,2,2,2,2,-1,2,2,-1,-1,-1,2,2,2
6886,2,-1,-1,-1,-1,2,1,2,2,2,-2,1,1,2,2
6887,-1,2,1,1,2,2,-2,2,-2,-2,2,2,2,2,2
6888,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1
6889,2,2,-1,2,1,1,2,-1,-1,-1,2,2,2,-1,2
6890,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,-1,-1
6891,1,2,2,-1,2,2,2,2,2,2,2,2,2,2,-1
6892,2,2,2,-1,2,1,-1,-1,2,2,2,2,2,2,2
6893,2,2,2,-1,2,2,2,2,-1,2,2,2,1,2,2
6894,2,2,2,1,1,2,2,2,-2,2,2,2,2,2,2
6895,2,-2,2,2,2,2,2,2,-1,2,-2,2,2,2,2
6896,-2,1,2,1,2,2,-1,2,2,-1,-1,-1,-1,2,2
6897,2,2,2,1,2,2,2,2,-2,2,2,2,2,2,-2
6898,2,1,2,2,2,2,-1,-1,-2,2,2,-2,-2,2,2
6899,2,-1,1,2,2,-2,-2,-2,-2,-2,2,-1,2,-1,2
6900,2,-1,2,-1,-1,2,-2,2,2,-2,-2,-2,-2,2,-1
6901,2,-2,-2,-2,2,2,2,2,2,2,-2,2,2,2,1
6902,1,1,2,2,2,2,-1,-1,2,-1,2,2,2,2,-1
6903,-2,-2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2
6904,-2,2,2,2,1,1,2,2,-1,1,1,1,1,2,-1
6905,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6906,-2,-2,2,2,2,2,1,-2,-2,1,2,2,2,-1,-1
6907,-2,-2,-2,-2,2,-2,-1,-1,-1,-2,-1,-1,2,-2,-2
6908,-2,-2,-2,-2,2,2,-1,-1,-2,2,2,2,2,2,2
6909,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2
6910,2,-2,-2,-1,2,2,1,-1,2,-2,-2,2,-2,1,2
6911,2,2,2,2,2,2,-1,2,-1,-1,-1,2,2,-2,2
6912,-1,2,2,2,2,-1,-1,2,2,-2,2,1,1,1,2
6913,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2
6914,2,2,1,1,1,-1,-1,-1,-2,2,2,1,2,2,2
6915,2,-2,2,-1,2,-1,2,-1,-2,1,2,2,2,1,-2
6916,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2
6917,-2,-2,2,2,2,2,2,2,2,1,2,2,1,2,2
6918,-1,2,2,-1,-1,2,2,2,-2,2,2,2,2,1,-1
6919,2,1,2,2,2,2,-2,-2,2,2,2,2,2,1,2
6920,2,2,-2,2,2,2,2,2,2,-2,-1,-1,-1,-1,-1
6921,2,2,2,2,2,-2,-2,2,2,2,2,2,-1,2,2
6922,-2,-2,2,2,-2,2,2,2,2,2,2,1,1,-1,-1
6923,2,1,2,2,2,2,2,2,2,-1,2,1,1,1,2
6924,-2,2,2,2,2,2,2,2,2,2,-1,2,-1,-1,2
6925,2,2,2,2,2,2,2,2,2,-2,2,2,-1,-2,2
6926,2,2,2,2,2,2,2,-1,-2,2,2,-2,2,2,2
6927,2,2,-1,1,2,1,-1,-2,2,2,-2,2,-2,-2,2
6928,2,2,2,2,2,-1,-1,-1,-1,-1,-2,-2,-2,2,2
6929,2,-1,2,-1,-1,2,2,2,2,2,-1,-1,2,-2,2
6930,2,2,2,-1,2,-2,-2,2,-2,-2,-2,2,2,-2,-2
6931,2,2,2,-2,-2,-2,2,-2,-2,2,2,-2,2,2,2
6932,2,2,2,1,2,2,2,2,2,1,1,-2,2,2,2
6933,2,2,-1,-1,-2,2,2,2,1,2,1,2,2,2,2
6934,2,2,2,2,2,2,2,2,1,2,2,-1,2,2,2
6935,2,2,1,2,-1,2,2,2,2,-2,2,2,2,2,2
6936,2,2,2,-1,2,2,-1,-2,-2,2,2,2,2,2,2
6937,2,2,2,-2,-2,2,-1,2,2,-1,2,2,-1,-1,2
6938,-2,-2,-2,2,2,2,-1,2,2,2,2,-2,-2,-2,-2
6939,2,2,2,-2,-1,2,2,2,2,1,2,1,1,1,2
6940,2,2,1,2,2,2,2,2,1,2,2,-1,2,-2,2
6941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6942,2,2,2,2,2,2,1,2,-1,2,2,1,2,-1,2
6943,-1,-1,2,2,2,2,2,1,-1,-2,1,1,1,2,2
6944,-2,2,2,2,2,2,2,-1,2,-2,2,2,1,1,1
6945,2,2,2,2,2,2,-1,2,2,1,1,2,2,2,2
6946,2,2,1,2,1,2,-1,-2,2,2,2,2,2,2,2
6947,-2,2,1,1,1,2,2,2,2,2,2,2,2,-1,2
6948,2,2,2,2,2,-1,-2,2,2,2,-2,2,2,2,2
6949,2,2,-1,2,2,2,2,2,2,2,-2,2,2,2,2
6950,2,-1,-2,2,2,1,2,1,1,2,-2,2,1,2,2
6951,2,2,-1,-1,2,2,-1,-1,-1,-1,2,2,2,2,-1
6952,2,2,2,2,2,2,1,1,1,2,2,2,1,-1,-1
6953,2,1,1,2,2,2,-2,-1,2,2,-1,2,-2,2,-2
6954,2,2,2,-2,-2,2,2,-1,2,2,2,2,2,2,2
6955,1,2,-2,2,-2,-2,-1,2,2,-2,2,2,-2,2,2
6956,2,2,-2,-2,-1,1,2,2,2,2,2,2,2,2,2
6957,-1,-1,2,2,1,2,2,2,2,2,2,2,2,-2,2
6958,2,2,-2,1,1,2,2,2,2,2,2,-1,2,-2,-2
6959,2,2,-1,-1,2,2,-1,2,-1,-1,2,-1,-1,2,-2
6960,2,2,-1,2,-1,2,-1,2,-2,-2,2,2,2,-2,2
6961,2,1,2,2,1,2,2,2,-2,-2,-2,2,2,2,2
6962,2,-2,2,1,1,1,2,-2,-1,2,2,2,2,2,2
6963,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2
6964,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2
6965,2,2,2,2,1,2,2,2,2,2,-1,2,2,2,2
6966,2,2,2,-2,-2,2,-1,2,-1,2,-2,2,2,-2,-2
6967,-1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
6968,-1,2,2,2,2,2,2,2,2,2,2,2,2,1,-2
6969,2,2,2,2,2,2,2,-1,2,2,2,2,2,1,2
6970,-1,2,2,2,2,2,2,-1,1,2,2,2,1,2,-2
6971,2,2,2,2,2,2,-2,2,2,-2,2,2,2,-1,-1
6972,2,2,-1,-1,-1,2,2,-1,-1,-1,1,2,2,2,2
6973,2,-1,-1,2,2,-2,-2,2,-1,2,2,2,1,1,2
6974,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2
6975,2,-1,2,-2,-2,2,1,1,2,2,2,2,2,2,2
6976,2,1,1,1,1,2,-2,2,2,2,2,2,2,2,1
6977,2,2,-1,-1,2,2,-2,2,-2,2,2,2,2,-1,2
6978,2,2,2,2,-1,2,-1,2,-1,2,-1,-1,-1,2,2
6979,2,2,2,2,2,-2,-2,-1,2,2,-1,-1,-1,2,2
6980,1,1,2,2,-2,-2,-1,2,2,2,1,2,2,-1,2
6981,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2
6982,-2,-2,2,-1,2,2,2,2,2,2,2,2,2,2,2
6983,2,-2,-2,2,2,2,2,2,-1,2,2,2,2,-1,-1
6984,2,2,2,-1,2,2,2,-1,1,2,-1,2,-1,-1,2
6985,-1,2,2,1,2,2,2,2,2,2,2,2,-1,-2,-2
6986,-1,2,1,2,2,2,2,1,-1,2,2,2,2,2,2
6987,-1,2,1,2,2,2,1,-1,-1,-1,2,2,2,2,2
6988,2,2,1,2,2,2,-1,2,-2,2,2,2,2,2,2
6989,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
6990,-2,2,2,2,2,2,2,2,-1,-1,2,-1,2,2,2
6991,2,2,1,2,2,-1,-1,2,-1,-1,-1,2,2,2,2
6992,2,-2,-2,2,-2,2,2,2,-1,2,-1,2,2,2,2
6993,-1,-1,2,-1,-1,2,2,2,-2,-2,-1,-1,-1,2,-1
6994,2,2,2,2,2,2,2,2,-2,-1,2,-1,2,2,1
6995,-1,-2,2,2,2,-1,-2,2,-2,2,2,-1,2,-2,-1
6996,2,2,-1,2,2,2,2,2,-2,2,-2,2,2,-2,-2
6997,2,-2,-2,-2,2,2,2,2,1,2,2,2,2,-1,2
6998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6999,2,2,2,2,2,-1,2,-1,2,2,-1,-1,2,-1,2
7000,2,2,-1,2,2,2,2,2,2,-2,-2,-1,2,2,2
7001,-2,2,2,1,1,2,2,1,-1,-1,2,-1,-1,-1,-1
